Mineshaft,X,Z
1513,2024,-1848
1514,2024,2952
1515,2024,3320
1516,2040,-5976
1517,2040,-56
1518,2056,-5016
1519,2072,-3048
1520,2072,5704
1521,2088,-56
1522,2088,-264
1523,2088,1032
1524,2088,2504
1525,2088,2632
1526,2088,2696
1527,2088,4232
1528,2104,600
1529,2104,968
1530,2120,3960
1531,2136,3640
1532,2136,4584
1533,2152,-5736
1534,2152,-1672
1535,2152,3640
1536,2152,4696
1537,2152,5960
1538,2152,4888
1539,2168,-4120
1540,2168,-1560
1541,2168,3272
1542,2168,5864
1543,2168,4840
1544,2184,5208
1545,2200,-2376
1546,2200,-536
1547,2200,-1544
1548,2200,-2216
1549,2200,1144
1550,2200,2584
1551,2200,3688
1552,2200,4536
1553,2216,-984
1554,2216,-1912
1555,2216,3096
1556,2248,-3416
1557,2248,3688
1558,2248,5496
1559,2264,-1640
1560,2264,5224
1561,2280,1448
1562,2296,-88
1563,2296,152
1564,2312,-1480
1565,2312,-1816
1566,2312,3816
1567,2328,-4664
1568,2328,-4696
1569,2328,-184
1570,2328,3048
1571,2344,-2664
1572,2344,2136
1573,2344,3720
1574,2344,4424
1575,2360,-5928
1576,2360,840
1577,2360,2344
1578,2360,4376
1579,2360,5960
1580,2376,-3560
1581,2376,-4056
1582,2376,-216
1583,2376,536
1584,2376,2664
1585,2376,4440
1586,2392,-3752
1587,2392,-4312
1588,2392,-568
1589,2392,1736
1590,2408,-1752
1591,2408,520
1592,2408,168
1593,2408,2424
1594,2440,-5352
1595,2456,520
1596,2456,4456
1597,2456,5704
1598,2472,-4232
1599,2472,-4248
1600,2472,-3112
1601,2472,1864
1602,2472,2184
1603,2472,4168
1604,2488,-5496
1605,2488,1208
1606,2488,936
1607,2504,-3736
1608,2504,1672
1609,2504,1672
1610,2504,3928
1611,2520,-3560
1612,2520,-4104
1613,2520,-5112
1614,2536,-3320
1615,2536,72
1616,2536,2328
1617,2536,2792
1618,2552,-680
1619,2552,5992
1620,2552,4664
1621,2552,4136
1622,2568,-4392
1623,2568,-1240
1624,2568,1096
1625,2568,1192
1626,2568,1800
1627,2584,-2616
1628,2584,4264
1629,2600,-3768
1630,2600,-2632
1631,2600,-1944
1632,2600,1576
1633,2600,5544
1634,2600,4616
1635,2616,-4904
1636,2616,-3176
1637,2632,-3880
1638,2632,-568
1639,2632,-1176
1640,2632,1464
1641,2648,184
1642,2648,2296
1643,2648,3064
1644,2664,-4184
1645,2664,536
1646,2664,3752
1647,2680,-2216
1648,2680,1000
1649,2696,1384
1650,2712,-2296
1651,2712,-2360
1652,2712,968
1653,2712,712
1654,2712,5304
1655,2712,4520
1656,2728,-1736
1657,2728,1896
1658,2744,-5464
1659,2744,-2504
1660,2744,984
1661,2744,840
1662,2744,168
1663,2744,1544
1664,2760,-4552
1665,2776,-3544
1666,2776,-3640
1667,2776,-2056
1668,2776,-2552
1669,2776,5208
1670,2792,-4344
1671,2792,-4408
1672,2792,-2440
1673,2792,3336
1674,2792,2744
1675,2808,-5320
1676,2808,1224
1677,2808,5048
1678,2808,5928
1679,2808,3144
1680,2808,520
1681,2824,-5080
1682,2824,-5208
1683,2824,-824
1684,2840,-2328
1685,2840,5736
1686,2840,4552
1687,2856,4792
1688,2856,1656
1689,2872,-3480
1690,2872,-5304
1691,2872,-5400
1692,2872,4456
1693,2888,-5176
1694,2888,-3048
1695,2888,1960
1696,2888,1128
1697,2904,-1944
1698,2904,328
1699,2920,-3704
1700,2920,-4280
1701,2920,-5432
1702,2920,-5832
1703,2920,-2216
1704,2920,1144
1705,2936,-3560
1706,2936,-1080
1707,2936,3608
1708,2936,1256
1709,2968,-5160
1710,2968,-408
1711,2968,2920
1712,2984,-5960
1713,3000,-3656
1714,3016,5000
1715,3016,4552
1716,3016,3992
1717,3032,-4936
1718,3032,-2984
1719,3032,2264
1720,3032,360
1721,3048,-1288
1722,3048,-1848
1723,3048,5768
1724,3064,-4504
1725,3064,-5976
1726,3064,3944
1727,3064,2728
1728,3080,-1496
1729,3080,-2600
1730,3096,-3112
1731,3096,-952
1732,3096,136
1733,3096,1320
1734,3112,-5176
1735,3112,4296
1736,3112,3704
1737,3112,504
1738,3128,-3320
1739,3128,-5288
1740,3128,5592
1741,3128,1512
1742,3144,5240
1743,3160,-424
1744,3160,-872
1745,3160,-2008
1746,3176,-4680
1747,3176,-5736
1748,3176,-296
1749,3192,-5160
1750,3192,152
1751,3208,-3928
1752,3208,-2616
1753,3208,3368
1754,3224,-4520
1755,3224,1592
1756,3240,-4904
1757,3240,5272
1758,3240,776
1759,3240,1560
1760,3256,-3688
1761,3256,-3784
1762,3256,-440
1763,3272,5144
1764,3272,4328
1765,3272,2840
1766,3288,5624
1767,3288,5080
1768,3288,3768
1769,3288,1192
1770,3304,-3704
1771,3304,-808
1772,3304,-2200
1773,3304,5368
1774,3304,4776
1775,3304,4360
1776,3304,4344
1777,3304,1816
1778,3320,4648
1779,3320,3912
1780,3320,3784
1781,3320,696
1782,3336,4296
1783,3352,5336
1784,3368,-5000
1785,3368,-1032
1786,3368,24
1787,3384,5336
1788,3384,424
1789,3384,760
1790,3400,-4968
1791,3400,-5224
1792,3400,-1864
1793,3400,-2712
1794,3400,-2008
1795,3400,4232
1796,3400,2728
1797,3416,-4920
1798,3416,-824
1799,3432,-328
1800,3448,-3384
1801,3448,-2632
1802,3448,-2072
1803,3448,4392
1804,3448,712
1805,3448,760
1806,3464,-4088
1807,3464,-408
1808,3464,-744
1809,3464,-2152
1810,3480,-3816
1811,3480,4904
1812,3480,4856
1813,3480,4168
1814,3480,3240
1815,3496,-4584
1816,3496,-1448
1817,3512,-4280
1818,3512,-5768
1819,3512,-1240
1820,3512,-2360
1821,3512,-2632
1822,3512,376
1823,3512,56
1824,3512,1832
1825,3528,-5192
1826,3528,3144
1827,3528,72
1828,3528,1032
1829,3528,1336
1830,3544,-5864
1831,3544,-2488
1832,3544,-2968
1833,3544,-2984
1834,3544,5800
1835,3544,2264
1836,3576,-3992
1837,3576,-40
1838,3576,-1368
1839,3576,-2072
1840,3576,5336
1841,3576,2200
1842,3576,1384
1843,3592,-744
1844,3592,5000
1845,3592,4072
1846,3608,-1336
1847,3608,5944
1848,3608,4728
1849,3624,-4392
1850,3624,-2840
1851,3624,1880
1852,3640,-3800
1853,3640,-4584
1854,3640,-5752
1855,3640,4184
1856,3640,792
1857,3656,-968
1858,3656,4952
1859,3672,3800
1860,3672,3400
1861,3688,-2664
1862,3688,2840
1863,3688,3208
1864,3688,1336
1865,3704,-2904
1866,3704,5176
1867,3704,4520
1868,3720,-4120
1869,3720,-328
1870,3720,968
1871,3720,1048
1872,3736,-4344
1873,3736,5672
1874,3736,1064
1875,3752,-2280
1876,3768,-2152
1877,3768,4376
1878,3768,1832
1879,3784,-4936
1880,3784,-2488
1881,3784,-2632
1882,3800,4200
1883,3800,2440
1884,3800,584
1885,3800,4088
1886,3800,4136
1887,3816,3320
1888,3832,5912
1889,3832,3448
1890,3848,-5480
1891,3848,5384
1892,3864,-4456
1893,3864,4536
1894,3864,264
1895,3880,-4920
1896,3896,-2216
1897,3912,-2296
1898,3912,-1480
1899,3912,5064
1900,3912,1128
1901,3928,-2776
1902,3944,-648
1903,3944,3464
1904,3960,-3512
1905,3960,-1224
1906,3960,5448
1907,3976,-2584
1908,3976,1592
1909,3976,1672
1910,3976,2056
1911,3976,3544
1912,3992,-1048
1913,3992,3288
1914,4008,-4760
1915,4008,-24
1916,4008,1032
1917,4024,-3064
1918,4040,2616
1919,4040,312
1920,4040,696
1921,4056,-4376
1922,4056,-1368
1923,4072,-3544
1924,4072,-5672
1925,4072,4584
1926,4072,2840
1927,4072,3448
1928,4088,-3976
1929,4088,-728
1930,4104,-4808
1931,4104,-1832
1932,4104,-2200
1933,4104,-152
1934,4104,-72
1935,4120,-2200
1936,4120,472
1937,4120,2760
1938,4120,4088
1939,4136,-4632
1940,4136,-488
1941,4136,-584
1942,4136,2856
1943,4152,-5992
1944,4152,-1048
1945,4152,4424
1946,4168,-3928
1947,4168,-568
1948,4168,4584
1949,4168,776
1950,4168,920
1951,4184,-1240
1952,4184,-1272
1953,4184,3064
1954,4184,3496
1955,4200,2440
1956,4216,-4808
1957,4216,-632
1958,4216,4968
1959,4232,1752
1960,4232,2424
1961,4232,3464
1962,4248,-5480
1963,4248,5176
1964,4248,2040
1965,4280,-3928
1966,4280,-4312
1967,4296,-5320
1968,4296,5896
1969,4296,1000
1970,4312,-2744
1971,4312,-696
1972,4312,1464
1973,4312,2072
1974,4312,3064
1975,4328,-4376
1976,4328,3880
1977,4344,-4440
1978,4344,-1384
1979,4344,-680
1980,4344,1288
1981,4360,5640
1982,4360,5496
1983,4360,5048
1984,4360,3768
1985,4376,-4360
1986,4376,-2488
1987,4376,-376
1988,4376,72
1989,4376,4040
1990,4392,-4232
1991,4392,-1000
1992,4392,-1576
1993,4392,5096
1994,4392,3224
1995,4408,-5336
1996,4424,520
1997,4424,760
1998,4440,-5880
1999,4440,5736
2000,4440,3992
2001,4456,-2808
2002,4456,-1432
2003,4456,-456
2004,4456,5048
2005,4456,2408
2006,4456,4296
2007,4488,-4264
2008,4488,-5288
2009,4488,-216
2010,4488,5400
2011,4488,5160
2012,4504,4952
2013,4504,4552
2014,4504,696
2015,4536,-3896
2016,4536,520
2017,4536,3544
2018,4552,1992
2019,4552,2568
2020,4568,-4376
2021,4568,-5304
2022,4568,-5384
2023,4568,-2616
2024,4568,-2840
2025,4568,4696
2026,4584,-5160
2027,4600,-2552
2028,4600,-3000
2029,4600,-552
2030,4600,2232
2031,4616,-4536
2032,4616,4744
2033,4616,4328
2034,4632,-3528
2035,4632,-2952
2036,4632,-1576
2037,4632,-56
2038,4664,-3688
2039,4664,200
2040,4664,4024
2041,4696,-40
2042,4696,-216
2043,4696,5256
2044,4696,1912
2045,4696,2760
2046,4712,-1496
2047,4712,-1032
2048,4712,2264
2049,4728,-1224
2050,4728,-296
2051,4728,-152
2052,4728,216
2053,4728,792
2054,4744,-4072
2055,4760,72
2056,4760,1384
2057,4792,-3544
2058,4792,-2712
2059,4792,-1656
2060,4792,-392
2061,4792,-440
2062,4808,936
2063,4808,1576
2064,4824,-1768
2065,4824,5704
2066,4824,1160
2067,4840,4792
2068,4840,3144
2069,4840,3800
2070,4856,4184
2071,4856,1128
2072,4856,1544
2073,4872,-5896
2074,4872,4232
2075,4888,-4968
2076,4888,4504
2077,4888,152
2078,4888,3944
2079,4904,-5912
2080,4904,-1688
2081,4920,-2264
2082,4920,4936
2083,4920,4232
2084,4920,1368
2085,4936,-4280
2086,4936,4456
2087,4936,3576
2088,4952,-2200
2089,4952,-1416
2090,4952,-1224
2091,4968,-728
2092,4984,-4440
2093,4984,-2888
2094,4984,-664
2095,4984,4328
2096,5000,5496
2097,5016,-4856
2098,5016,-5128
2099,5016,-1064
2100,5032,-4888
2101,5032,-1016
2102,5032,5592
2103,5032,5336
2104,5048,456
2105,5064,-4968
2106,5064,2584
2107,5080,-2856
2108,5080,-1896
2109,5080,5224
2110,5080,4168
2111,5096,-104
2112,5096,696
2113,5096,3144
2114,5096,1592
2115,5128,-1288
2116,5128,3624
2117,5144,-424
2118,5144,5832
2119,5160,-3784
2120,5160,-4664
2121,5160,-2744
2122,5176,-4968
2123,5176,-2568
2124,5176,2536
2125,5192,-5224
2126,5192,-1048
2127,5192,4968
2128,5192,4648
2129,5208,-2776
2130,5208,4216
2131,5208,3176
2132,5224,-4072
2133,5224,-5176
2134,5224,2072
2135,5224,2232
2136,5240,-1272
2137,5256,-4008
2138,5272,-2632
2139,5288,-3048
2140,5288,-5096
2141,5288,4952
2142,5304,-3128
2143,5304,-4072
2144,5304,-4168
2145,5304,-4872
2146,5304,-1928
2147,5320,-5208
2148,5336,-4824
2149,5336,-2296
2150,5336,2520
2151,5352,-3576
2152,5352,-4632
2153,5352,-4968
2154,5352,-1240
2155,5352,4808
2156,5352,4616
2157,5368,-3256
2158,5368,-5320
2159,5368,4872
2160,5368,520
2161,5384,-1816
2162,5384,904
2163,5400,-5256
2164,5400,5800
2165,5400,776
2166,5400,3656
2167,5416,-152
2168,5432,-2536
2169,5432,-1912
2170,5432,1064
2171,5432,2120
2172,5448,-2968
2173,5448,-5768
2174,5448,5944
2175,5448,1912
2176,5464,-3816
2177,5464,-40
2178,5464,5448
2179,5464,8
2180,5464,3000
2181,5480,-5848
2182,5480,-1896
2183,5480,3384
2184,5512,-5064
2185,5512,5944
2186,5512,360
2187,5512,2360
2188,5528,-4104
2189,5528,5960
2190,5528,4920
2191,5528,4376
2192,5528,4152
2193,5528,184
2194,5544,4328
2195,5544,4120
2196,5544,3688
2197,5560,-3912
2198,5560,-4488
2199,5592,-5016
2200,5592,-216
2201,5592,5960
2202,5592,3736
2203,5592,3144
2204,5624,-3928
2205,5624,-1320
2206,5624,1640
2207,5640,-5848
2208,5640,-168
2209,5640,4216
2210,5640,2312
2211,5640,3656
2212,5656,-3272
2213,5656,5160
2214,5672,-3720
2215,5672,-5784
2216,5672,-680
2217,5672,5096
2218,5672,3864
2219,5688,-5432
2220,5688,-2424
2221,5688,-2696
2222,5688,-1672
2223,5688,-1416
2224,5688,5256
2225,5688,4968
2226,5688,4248
2227,5688,152
2228,5688,3208
2229,5704,-4632
2230,5704,-2664
2231,5704,5048
2232,5720,-4168
2233,5720,4120
2234,5720,1432
2235,5736,-2808
2236,5752,-4024
2237,5752,-5112
2238,5752,4728
2239,5752,3096
2240,5768,-3416
2241,5768,3816
2242,5784,-4072
2243,5784,-664
2244,5784,-456
2245,5784,5560
2246,5800,-2392
2247,5800,968
2248,5800,2664
2249,5816,-4392
2250,5816,-1848
2251,5816,4312
2252,5816,2872
2253,5816,2712
2254,5832,-4824
2255,5832,-5368
2256,5832,104
2257,5832,216
2258,5848,-5992
2259,5848,-2712
2260,5864,-3848
2261,5880,1832
2262,5896,-5128
2263,5896,4104
2264,5896,744
2265,5912,-984
2266,5912,3944
2267,5912,2344
2268,5928,-3400
2269,5928,-4856
2270,5928,-2616
2271,5944,-5288
2272,5944,-1608
2273,5944,3912
2274,5944,1256
2275,5960,3944
2276,5960,344
2277,5976,-5432
2278,5976,-648
2279,5976,4552
2280,5976,2856
2281,5992,-2424
